,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,3649807762,2002,fire_station,Escambia Fire Rescue Station 19,-87.4694629000,30.2917040000,-87.46946,30.2917
1,5942809663,2001,police,Escambia County Sheriff Department,-87.4796575000,30.9016204000,-87.47966,30.90162
2,6946500885,2007,library,Library,-87.2737457000,30.3497459000,-87.27375,30.34975
3,367823990,2007,library,John C Pace Library,-87.2171167000,30.5501530000,-87.21712,30.55015
4,3502163750,2001,police,UWF Police Department,-87.2123939000,30.5445804000,-87.21239,30.54458
5,3595570768,2001,police,Pensacola State College Public Safety Department,-87.2004630000,30.4823633000,-87.20046,30.48236
6,6334466458,2005,post_office,The UPS Store,-87.2095434000,30.4704552000,-87.20954,30.47046
7,2936094828,2007,library,Pensacola Public Library - Main Branch,-87.2191200000,30.4154128000,-87.21912,30.41541
8,3111521322,2008,town_hall,Greater Pensacola Chamber,-87.2174612000,30.4122633000,-87.21746,30.41226
9,3508345866,2002,fire_station,Pensacola Fire Department Station #3,-87.1862991000,30.4571393000,-87.1863,30.45714
10,5283055189,2009,courthouse,County Courthouse,-87.2149705000,30.4101699000,-87.21497,30.41017
