osm_id,code,fclass,name,point_x,point_y,lon,lat
358734881,2082,school,Garden City Elementary School,-80.3464395000,27.4661493000,-80.34644,27.46615
358734883,2082,school,Saint Lucie Primary,-80.3386615000,27.4808711000,-80.33866,27.48087
2673188338,2501,supermarket,Fort Pierce Farmers Market,-80.3218608000,27.4496020000,-80.32186,27.4496
4318301607,2402,motel,Rodeway Inn,-80.3266619000,27.4206538000,-80.32666,27.42065
4572015189,2501,supermarket,Publix,-80.3578883000,27.3549707000,-80.35789,27.35497
7157839685,2402,motel,Parkway Motel,-80.3255242000,27.4304373000,-80.32552,27.43044
7182932890,2501,supermarket,Publix,-80.3280219000,27.4228472000,-80.32802,27.42285
7183152596,2501,supermarket,Publix,-80.3350036000,27.4689695000,-80.335,27.46897
1027298863,2501,supermarket,Publix,-80.4313030000,27.2682977000,-80.4313,27.2683
1251736143,2082,school,Renaissance Charter School of St. Lucie,-80.3785012000,27.3186018000,-80.3785,27.3186
1634250985,2303,cafe,Bagel Bros.,-80.4306633000,27.2680973000,-80.43066,27.2681
1762407179,2501,supermarket,Publix Supermarket,-80.3756995000,27.2475371000,-80.3757,27.24754
4718853164,2501,supermarket,ALDI,-80.3771978000,27.2583994000,-80.3772,27.2584
5315596469,2501,supermarket,Walmart Neighborhood Market,-80.3808180000,27.3162460000,-80.38082,27.31625
5315597523,2501,supermarket,Walmart Neighborhood Market,-80.3752000000,27.2532000000,-80.3752,27.2532
5315598269,2501,supermarket,Walmart Supercenter,-80.4022740000,27.3152150000,-80.40227,27.31522
5331497606,2501,supermarket,Winn Dixie,-80.3550762000,27.2755247000,-80.35508,27.27552
7194536308,2303,cafe,Starbucks,-80.3480525000,27.2742643000,-80.34805,27.27426
7440177803,2501,supermarket,Publix,-80.4240672000,27.2953112000,-80.42407,27.29531
358734897,2082,school,Village Green Elementary School,-80.2947715000,27.3053219000,-80.29477,27.30532
1762407176,2501,supermarket,Publix,-80.3264675000,27.2096754000,-80.32647,27.20968
7159705820,2501,supermarket,Publix,-80.3197575000,27.3289822000,-80.31976,27.32898
7194586058,2501,supermarket,Publix,-80.3163296000,27.2729000000,-80.31633,27.2729
7440177808,2501,supermarket,Publix,-80.3024787000,27.3003655000,-80.30248,27.30037
