idnum,lon,lat,dens.cvap.std,dens.work.std,popDens.std,prc.CarAccess.std,prc.ElNonReg.std,prc.disabled.std,prc.latino.std,prc.nonEngProf.std,prc.pov.std,prc.youth.std,rate.vbm.std,dens.poll.std,center_score,droppoff_score
828,-80.46846,27.01507,0.39508,0.97076,0.4727,0.90298,0.89651,0.58887,0.9436,0.9436,0.83208,0.9436,0.77594,0.49935,0.81011,0.81179
1597,-80.13542,27.06382,0.21294,0.99457,0.72445,0.77904,0.81268,0.91928,0.77309,0.77309,0.81682,0.2947,0.25149,0.95731,0.6266,0.62257
2068,-80.26319,27.11059,0.10479,0.97076,0.52031,0.31928,0.79586,0.01501,0.72005,0.72005,0.1066,0.30996,0.27581,0.94411,0.44211,0.42945
2450,-80.21346,27.14528,0.02432,0.94981,0.51203,0.97206,0.0,0.74851,0.8859,0.8859,0.97775,0.78137,0.78784,0.94049,0.71619,0.73592
2592,-80.26955,27.16122,0.65175,0.98887,0.55627,0.61113,0.65097,0.52911,0.45201,0.24088,0.2696,0.58448,0.18085,0.95653,0.46597,0.45131
3106,-80.21857,27.23191,0.45175,0.79741,0.51772,0.82173,0.52807,0.6577,0.07762,0.1555,0.63415,0.32678,0.93765,0.60078,0.6153,0.62555
