Unnamed: 0,name,address,lat,lon
1,,260 Crane Blvd Sugarloaf FL 33044,24.66122,-81.53134
2,,300 Key Deer Blvd Big Pine Key FL 33043,24.67388,-81.35932
3,,300 Key Dear Blvd Big Pine Key FL 33043,24.67388,-81.35932
4,,31009 Atlantis end of Sands Rd Dr Big Pine Key FL 33043,24.67423,-81.34797
5,,4115 Overseas HWY Marathon FL 33050,24.7127,-81.08666
6,,200 62nd Street Ocean Marathon FL 33050,24.71666,-81.06967
7,,8877 Overseas HWY Marathon FL 33050,24.72354,-81.05196
8,,9805 Overseas Hwy Marathon FL 33050,24.72641,-81.04472
9,,600 W Ocean Dr Key Colony Bch FL 33051,24.72159,-81.01829
10,,81500 Overseas HWY Islamorada FL 33036,24.91835,-80.63659
11,,88820 OVERSEAS Hwy Plantation Key FL 33070,24.98003,-80.54996
12,,108 Ocean Dr Tavernier FL 33070,24.99812,-80.5372
13,,92600 Overseas HWY Tavernier FL 33070,25.01736,-80.5122
14,,209 Ocean Bay Dr Key Largo FL 33037,25.09161,-80.44206
15,,101485 Overseas HWY Key Largo FL 33037,25.11275,-80.41974
16,,835 Largo Rd Key Largo FL 33037,25.1727,-80.37461
17,,395 South Harbor Dr Key Largo FL 33037,25.29742,-80.29197
18,,"3201 Flagle, Suite 513 Ave Key West FL 33040",24.5622,-81.76382
19,,2100 Flagler Ave Key West FL 33040,24.55484,-81.77693
20,,300 Catherine St Key West FL 33040,24.54773,-81.79991
21,,1001 James St Key West FL 33040,24.56138,-81.79814
22,,1100 Simonton Conference Rm 1st Flo St Key West FL 33040,24.55059,-81.79722
23,,700 Eisenhower Dr Key West FL 33040,24.56068,-81.79017
24,,1209 United St Key West FL 33040,24.55384,-81.78859
25,,3420 Northside Dr Key West FL 33040,24.56935,-81.76183
26,,6751 5th St Stock Is FL 33040,24.56794,-81.74063
27,,28 Emerald Dr Big Coppitt FL 33040,24.59786,-81.65577
