,osm_id,code,fclass,name,point_x,point_y,lon,lat
0,3733784043,2005,post_office,The UPS Store,-81.8260025000,30.1937147000,-81.826,30.19371
1,7465477126,2002,fire_station,Fire and Rescue Department Station 62,-81.5216332000,30.1182698000,-81.52163,30.11827
2,367822423,2002,fire_station,Duval County Fire Station Number 33,-81.7662259000,30.4328650000,-81.76623,30.43286
3,367822428,2002,fire_station,Duval County Fire Station Number 32,-81.7855900000,30.3192240000,-81.78559,30.31922
4,367822431,2002,fire_station,Duval County Fire Station Number 31,-81.7708130000,30.2701830000,-81.77081,30.27018
5,367823885,2007,library,West Regional Library,-81.8478236000,30.2943654000,-81.84782,30.29437
6,367824091,2007,library,City of Jacksonville Library System Webb Wesconnett Branch,-81.7568799000,30.2491820000,-81.75688,30.24918
7,4633840263,2005,post_office,The UPS Store,-81.7750482000,30.2971064000,-81.77505,30.29711
8,7465477136,2002,fire_station,Fire and Rescue Department Station 33,-81.7595630000,30.4301517000,-81.75956,30.43015
9,7465477148,2002,fire_station,Fire and Rescue Department Station 57,-81.8612176000,30.3132867000,-81.86122,30.31329
10,7465477149,2002,fire_station,Fire and Rescue Department Station 46,-81.9800370000,30.3007531000,-81.98004,30.30075
11,7465477151,2002,fire_station,Fire and Rescue Department Station 73,-81.8826354000,30.2431170000,-81.88264,30.24312
12,7465477152,2002,fire_station,Fire and Rescue Department Station 56,-81.8816158000,30.2208337000,-81.88162,30.22083
13,7549244997,2001,police,Highway Patrol Station,-81.7690699000,30.2978637000,-81.76907,30.29786
14,367822375,2002,fire_station,Duval County Fire Station Number 17,-81.7140119000,30.3318220000,-81.71401,30.33182
15,367823888,2007,library,Jacksonville Public Library - Westbrook Branch,-81.7143910000,30.3368440000,-81.71439,30.33684
16,367824098,2007,library,Kent Campus Library,-81.7183610000,30.3011800000,-81.71836,30.30118
17,358754575,2005,post_office,North Jacksonville Post Office,-81.6367700000,30.4259570000,-81.63677,30.42596
18,367822381,2002,fire_station,Duval County Fire Station Number 11,-81.6255740000,30.3552090000,-81.62557,30.35521
