geoid,countyfp,prc_nonengprof_final,prc_nonengprof_final_unreliable_flag,prc_caraccess_final,prc_caraccess_final_unreliable_flag,prcdisabled_final,prcdisabled_final_unreliable_flag,prc_pov_final,prc_pov_final_unreliable_flag,prc_youth_final,prc_youth_final_unreliable_flag,prc_asian,prc_asian_unreliable_flag,prc_black,prc_black_unreliable_flag,prc_latino,prc_latino_unreliable_flag,prc_white,prc_white_unreliable_flag,cvapdens,cvapdens_unreliable_flag,tot_elignonreg_prc_final,tot_elignonreg_prc_final_unreliable_flag,job_dens,pollvoter_dens,pop10,areakm,popdens,vbm_rate_tot,vbm_rate_lat,vbm_rate_asn,vbm_rate_youth
12089050101,89,0.02881,0,0.92196,0,0.09876,0,0.16797,0,0.06173,0,0.0,1,0.14806,0,0.11022,0,0.73914,0,0.09252,0,0.53364,0,0.24963,0.04379,6371,10.6738,596.88221,0.69617,0.59883,0.74242,0.56292
12089050102,89,0.00296,1,0.99287,0,0.09642,0,0.07816,0,0.0347,1,0.03014,1,0.05328,0,0.00386,1,0.91272,0,0.03813,0,0.0,1,0.19373,0.07134,2765,16.62232,166.34256,0.69483,0.60241,0.74222,0.5669
12089050201,89,0.00786,1,0.96289,0,0.06154,1,0.03014,1,0.01151,1,0.00329,1,0.01096,1,0.00658,1,0.97096,0,0.02684,0,0.0,1,0.02108,0.04649,1759,18.7228,93.94962,0.75958,0.74996,0.64705,0.69315
12089050202,89,0.01868,1,0.95954,0,0.15412,0,0.04955,0,0.06395,0,0.0507,0,0.02981,1,0.03932,1,0.85381,0,0.09189,0,0.28443,0,0.13148,0.06137,6221,18.38525,338.36913,0.71552,0.62593,0.6521,0.56609
12089050203,89,0.02262,1,0.97701,0,0.12801,0,0.0514,0,0.04252,0,0.00565,1,0.02476,1,0.04306,1,0.87863,0,0.05068,0,0.0,1,0.08439,0.07085,3336,17.95342,185.81417,0.72973,0.68893,0.62901,0.61756
12089050301,89,0.01944,1,0.95995,0,0.12847,0,0.06324,0,0.0831,0,0.0061,1,0.09151,0,0.06343,0,0.81393,0,0.11029,0,0.0,1,0.10143,0.11516,7441,312.49737,23.8114,0.6991,0.67551,0.66861,0.57585
12089050302,89,0.00921,1,0.92213,0,0.17238,0,0.21551,0,0.07642,0,0.0,1,0.07974,0,0.02096,1,0.88946,0,0.09118,0,0.52779,0,0.03359,0.05047,6831,32.17658,212.29728,0.62106,0.60597,0.68746,0.51843
12089050303,89,0.04634,0,0.97812,0,0.16307,0,0.09596,0,0.04366,0,0.01808,1,0.06309,0,0.05973,0,0.8591,0,0.16697,0,0.0,1,0.07459,0.25707,12311,166.06202,74.13495,0.68124,0.65164,0.75715,0.56871
12089050400,89,0.0,1,0.95634,0,0.16736,0,0.14651,0,0.08515,0,0.00047,1,0.0452,0,0.02248,0,0.89086,0,0.10571,0,0.08819,0,0.04462,0.07364,9028,517.49988,17.44541,0.76179,0.60691,0.91673,0.63305
12089050502,89,0.00253,1,0.98445,0,0.12569,0,0.05834,0,0.1042,0,0.00159,1,0.02201,1,0.00795,1,0.95029,0,0.09481,0,0.09499,0,0.01235,0.08835,7237,111.41357,64.95618,0.69191,0.69201,0.63195,0.56156
12089050503,89,0.00709,1,0.93532,0,0.08745,0,0.11291,0,0.0556,0,0.00452,1,0.05934,0,0.01043,1,0.92057,0,0.07752,0,0.20023,0,0.04915,0.05633,5955,227.8329,26.13758,0.7384,0.72764,0.68618,0.66808
12089050504,89,0.0024,1,0.99575,0,0.1047,0,0.05025,0,0.10739,0,0.0,1,0.00091,1,0.02537,1,0.95831,0,0.05345,0,0.09058,0,0.00395,0.06511,4059,296.83102,13.67445,0.5959,0.68082,0.8804,0.51455
12089990000,89,,1,,1,,1,,1,,1,,1,,1,,1,,1,0.0,1,0.0,1,,3e-05,0,133.45505,0.0,0.41522,0.75,0.5,0.72727
