name,address,lat,lon
,236 Industrial Loop E. Orange Park FL 32073,30.17988,-81.71194
,2042 Park Ave Orange Park FL 32073,30.1648,-81.70253
,2143 Astor Ave Orange Park FL 32073,30.16302,-81.69623
,2054 Plainfield Ave Orange Park FL 30273,30.16483,-81.70691
,2539 Moody Ave Orange Park FL 32073,30.15232,-81.7323
,2876 Moody Ave Orange Park FL 32073,30.14735,-81.75208
,283 College Dr Orange Park FL 32065,30.11751,-81.77445
,2795 County Rd 220 Middleburg FL 32068,30.10366,-81.79186
,2547 County Road 220 Middleburg FL 32068,30.09977,-81.7674
,2471 Russell Rd Grn Cv Spgs FL 32043,30.07751,-81.79268
,4501 Highway 17 Fleming Island FL 32003,30.11431,-81.70411
,4387 Lakeshore Dr Fleming Island FL 32003,30.11673,-81.72528
,5101 W Lakeshore Dr Fleming Island FL 32003,30.10282,-81.73999
,1510 Calming Water Dr Fleming Island FL 32003,30.07996,-81.71725
,5900 Highway 17 Fleming Island FL 32003,30.08999,-81.70715
,7100 US 17 Fleming Island FL 32003,30.06585,-81.70946
,198 Knight Boxx Rd Middleburg FL 32068,30.11034,-81.79847
,2608 Black Creek Dr Middleburg FL 32068,30.0534,-81.86797
,282 Branscomb Rd Grn Cv Spgs FL 32043,30.04877,-81.81759
,3216 County Rd 218 Middleburg FL 32068,30.03303,-81.8196
,4565 Alligator Blvd Middleburg FL 32050,30.0401,-81.89793
,2299 Sandridge Rd Grn Cv Spgs FL 32043,30.05154,-81.7611
,2463 FL 16 W Grn Cv Spgs FL 32043,29.98208,-81.74007
,321 Walnut St Grn Cv Spgs FL 32043,29.9933,-81.67874
,401 N Magnolia Ave Grn Cv Spgs FL 32043,29.99688,-81.67982
,1055 County Rd 226 Grn Cv Spgs FL 32043,29.92327,-81.68065
,6110 Kingsley Lake Dr Starke FL 32091,29.98009,-82.00369
,555 S Lawrence Blvd Keystone Hts FL 32656,29.78094,-82.03037
,550 E Walker Dr Keystone Hts FL 32656,29.78127,-82.02543
,7207 Highway 21 Keystone Hts FL 32656,29.80181,-82.01653
,6779 County Road 315C Keystone Heights FL 32656,29.81745,-81.92191
,4100 Clark Ave Penney Farms FL 32079,29.98127,-81.81298
,6054 County Road 218 Jacksonville FL 32234,30.12581,-81.99837
,2296 Aster Ave Middleburg FL 32068,30.05931,-81.88223
,20 Cinnamon St Middleburg FL 32068,30.06444,-81.9007
,2102 Palmetto St Middleburg FL 32068,30.07101,-81.86237
,3176 Old Jennings Rd Middleburg FL 32068,30.11531,-81.81512
,800 Oakleaf Plantation Pkwy Orange Park FL 32065,30.17019,-81.853
,370 Oakleaf Village Pkwy Orange Park FL 32065,30.18238,-81.82265
,2625 Spencer Plantation Blvd Orange Park FL 32073,30.17654,-81.78822
,16 College Dr Orange Park FL 32065,30.13728,-81.7743
,2156 Loch Rane Blvd Orange Park FL 32073,30.16571,-81.75107
,112 Blanding Blvd Orange Park FL 32073,30.18189,-81.7402
,317 Blanding Blvd Orange Park FL 32073,30.16851,-81.74602
